Respondent_ID,wgt,Q1#,TotalSchoolRoll,Stu_comp,Q1#A_verb,X1#,Q2#A,Q2#B,Q2#C,Q2#D,Q2a#A,Q2a#B,Q2a#C,Q2a#D,Q2a#E,Q2a#F,Q2a#G,Q2a#H,Q2a#I,Q2a#J,Q2a#K,Q2a#L,Q2b#A,Q2b#B,Q2b#C,Q2b#D,Q2b#E,Q3#A,Q4#A,Q4#B,Q4#C,Q4#D,Q4#E,Q4#F,Q4#CR,Q4#CS,Q4#CU,Q4#CR_verb,Q5#A,Q6#,Q6#CR_verb,Q7#AA,Q7#AB,Q7#AC,Q7#AD,Q7#AE,Q7#AF,Q7#AG,Q7#BA,Q7#BB,Q7#BC,Q7#BD,Q7#BE,Q7#BF,Q7#BG,Q8a#A,Q8a#B,Q8a#C,Q8b#A,Q8b#B,Q8b#C,Q8c#A,Q8c#B,Q8c#C,Q9#A,Q9#B,Q9#C,Q9#D,Q9#E,Q9#CR,Q9#CS,Q9#CT,Q9#CU,Q9#CR_verb,Q11#A,Q11#B,Q11#C,Q11#D,Q11#CR,Q11#CT,Q11#CU,Q11#CR_verb,Q15#A,Q15#B,Q15#C,Q15#ACR_verb,Q15#BCR_verb,Q15#CCR_verb,Q16#A,Q16#B,Q16#C,Q16#D,Q16#E,Q16#F,Q16#G,Q16#H,Q17#A,Q17#B,Q17#C,Q17#D,Q17#E,Q17#F,Q17#G,Q17#CR,Q17#CS,Q17#CT,Q17#CU,Q17#CR_verb,Q17#B_verb,Q17#C_verb,Q18a#A,Q18a#B,Q18a#C,Q18a#D,Q18a#CS,Q18a#CU,Q18b#,Q18c#,Q18d#,Q19#,Q20#A,Q20#B,Q20#C,Q20#D,Q20#E,Q20#CR,Q20#CS,Q20#CU,Q20#CR_verb,Q21#A,Q21#B,Q21#C,Q21#D,Q21#E,Q21#CR,Q21#CT,Q21#CU,Q21#CR_verb,Q22#A,Q22#B,Q22#C,Q22#D,Q22#E,Q22#F,Q22#G,Q22#H,Q22#I,Q22#J,Q22Text#_verb,Q22Text1#_verb,Q22Text2#_verb,Q22Text3#_verb,Q23#A,Q23#B,Q23#C,Q23#D,Q23#E,Q23#F,Q23#G,Q23#H,Q23#I,Q23#J,Q23#K,Q23#L,Q23#M,Q23#N,Q23Text#_verb,Q24#A,Q24#B,Q24#C,Q24#CT,Q24#CU,Q25#A,Q25#B,Q25#C,Q25#D,Q25#E,Q25#F,Q25#CR,Q25#CS,Q25#CT,Q25#CU,Q25#CR_verb,Q26#A,Q26#B,Q26#C,Q26#D,Q26#E,Q26#F,Q26#G,Q26#H,Q26#CR,Q26#CS,Q26#CT,Q26#CU,Q26#CR_verb,Q27#,Q28#A,Q28#B,Q28#CS,Q28#CT,Q28#CU,Q29#A,Q29#B,Q29#C,Q29#D,Q29#E,Q29#F,Q29#G,Q29#H,Q29#I,Q29#J,Q29#K,Q30#A,Q30#B,Q30#C,Q30#D,Q30#E,Q30#F,Q30#G,Q30#H,SchoolType,Definition,UrbanArea,Authority,GenderofStudents,TerritorialAuthoritywithAucklandLocalBoard,RegionalCouncil,MinistryofEducationLocalOffice,EducationRegion,GeneralElectorate,MaoriElectorate,CensusAreaUnit,Ward,EuropeanPakeha,Maori,Pasifika,Asian,MELAA,Other,InternationalStudents,Decile,DecileCollapsed,TypeOfSchool
ICTJ10119,0.652112808,1,413,1.39527027,296,296,6,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,4,1,0,1,1,1,0,0,0,0, ,5,1, ,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,4,4,1,1,1,1,1,1,0,0,0,0, ,0,0,1,1,0,0,0, ,8,9,5, , , ,1,1,1,2,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0, , ,"Electronic Recycling (Manukau, Auckland).",0,1,0,1,0,0,2,1,1,2,1,0,1,0,1,0,0,0, ,1,0,0,0,1,0,0,0, ,1,97,3,1,1,1,3,97,3,98, , , , ,98,2,1,2,1,1,4,1,2,1,1,1,1, , ,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,1,1,1,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,1,98,98,98,1,3,Secondary (Year 9-15),Not Applicable,Kawakawa,State: Not integrated,Co-Educational,Far North District,Northland Region,Whangarei,Northern,Northland,Te Tai Tokerau,Kawakawa,Eastern Ward,47,348,11,5,2,0,0,1,1,2
ICTJ10122,1.159084093,1,366,2.577464789,"60 ipads, 55 - 60 Desktops, 22 laptops.",142,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,1,0,1,1,0,0,0,0,0, ,6,96,Estimate based on how many people don't receive newsletters via email at home (approx. five). Also based on my knowledge of our school community.,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5,5,1,95,95,95,95,95,95,1,1,0,1,0,1,0,0,0,Just recently set up Years 4 to 6 with Windows 365 accounts.,1,1,0,0,0,0,0, ,9,4,6, , , ,1,1,98,98,98,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0, ,1,0,0,0,1,0,0,0, ,3,3,97,97,97,1,1,98,98,98, , , , ,2,1,1,1,3,1,4,1,2,1,4,2,1, , ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,eTap.,97,0,0,1,0,0,3,3,3,3,4,3,3,3,3,3,4,1,3,3,3,3,3,1,1,Contributing,Not Applicable,Central Auckland Zone,State: Not integrated,Co-Educational,Auckland- Waitemata,Auckland Region,Auckland South,Northern,Auckland Central,Tamaki Makaurau,Herne Bay,Waitemata and Gulf Ward,317,10,23,13,2,1,0,10,3,1
ICTJ10150,1.159084093,1,35,1.75,20,20,4,5,3,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0, ,5,1, ,1,1,1,1,0,0,0,1,1,1,0,0,0,0,3,3,95,3,3,95,95,95,95,0,0,0,0,0,0,1,0,0, ,0,1,0,1,0,0,0, ,9,8,7, , , ,1,1,2,98,98,2,2,2,1,0,0,0,0,0,0,0,0,0,0, , , ,0,1,0,1,0,0,2,1,98,2,1,1,1,1,0,0,0,0, ,1,0,0,0,0,0,0,0, ,3,3,3,1,2,3,1,3,3,3, , , ,Student management systems and Google Apps.,3,2,1,1,1,1,3,1,1,1,1,2,2,1, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,98,98,3,98,3,3,3,3,3,3,3,3,3,98,98,98,1,98,Full Primary,Not Applicable,Tokoroa,State: Integrated,Co-Educational,South Waikato District,Waikato Region,Hamilton,Central North,Taupo,Te Tai Hauauru,Tokoroa Central,Tokoroa Ward,5,15,8,7,0,0,0,4,2,1
ICTJ10154,1.159084093,1,59,1.552631579,38,38,3,5,2,98,98,98,98,98,98,2,1,1,1,2,2,98,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0, ,5,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,4,1,5,4,1,95,95,95,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,We use Smartnet in Christchurch to source new hardware.,9,8,16, , , ,1,1,98,98,98,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,0,1,0,1,0,0,3,1,3,2,1,1,0,1,1,0,0,0, ,1,0,0,0,1,0,0,0, ,3,3,3,3,2,3,2,3,2,98, , , , ,3,1,3,3,1,1,2,1,1,2,1,3,2,98, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,3,3,98,3,3,2,2,3,3,2,2,2,1,2,2,2,2,Full Primary,Not Applicable,Greymouth,State: Not integrated,Co-Educational,Grey District,West Coast Region,Nelson,Southern,West Coast-Tasman,Te Tai Tonga,Blaketown,Central Ward,53,6,0,0,0,0,0,2,1,1
ICTJ10157,1,1,40,0.133333333,300,300,4,4,3,1,1,1,98,98,2,1,1,98,1,2,2,98,1,1,1,2,98,5,1,0,1,1,0,0,0,0,0, ,98,98, ,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,3,95,3,4,2,4,5,4,1,0,0,0,0,0,0,0,0, ,1,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Special School,Sch. for Vision Impaired,Southern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Manurewa,Auckland Region,Auckland South,Northern,Manurewa,Tamaki Makaurau,Manukau Central,Manurewa-Papakura Ward,12,12,10,5,1,0,0,3,1,4
ICTJ10160,1,1,82,1.863636364,44,44,6,2,3,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,4,0,1,0,0,0,0,0,0,0, ,5,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,1,2,2,2,1,0,0,1,1,0,0,0,0, ,0,1,0,0,1,0,0,TELA.,5,9,15, , , ,1,1,1,3,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0, , , ,0,0,1,0,0,0,3,1,1,2,1,1,1,1,1,0,0,0, ,0,1,0,0,0,0,0,0, ,3,1,97,1,1,3,3,3,1,98, , , , ,1,2,1,1,2,1,1,1,1,1,1,1,1,98, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,3,3,3,3,3,4,3,3,3,3,98,1,98,98,3,3,1,Special School,Sch. for Intellectual Impairments,Whangarei,State: Not integrated,Co-Educational,Whangarei District,Northland Region,Whangarei,Northern,Whangarei,Te Tai Tokerau,Vinetown,Okara Ward,34,39,5,2,1,1,0,3,1,4
ICTJ10190,1.159084093,1,250,3.086419753,81,81,4,3,4,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,0,1,0,0,0,0,0,0, ,6,1, ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,5,1,5,2,1,5,1,1,0,0,0,0,0,0,1,0,0, ,0,1,0,1,0,0,0, ,15,5,8, , , ,1,1,1,98,98,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,0,1,0,0,0,0,3,1,1,2,1,1,0,0,0,0,0,0, ,0,1,1,0,0,0,0,0, ,3,1,3,3,1,3,1,1,3,97, , , , ,2,2,1,2,2,1,4,1,3,1,4,1,1,1, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,3,98,98,98,98,98,3,98,98,3,3,3,98,98,98,1,3,Full Primary,Not Applicable,Pukekohe,State: Not integrated,Co-Educational,Auckland- Franklin,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Buckland,Franklin Ward,184,42,7,17,0,0,0,8,3,1
ICTJ10209,1.159084093,1,98,2.279069767,43,43,2,5,4,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,4,0,1,1,1,0,0,0,0,0, ,6,96,Request so as to use for communication and for newsletters.,1,1,1,1,0,0,0,0,0,0,0,1,0,0,95,95,95,95,95,95,95,95,95,0,0,0,0,0,1,0,0,0,Sometimes some students may be allowed to connect.,1,1,0,0,1,0,0,Tech spport provider.,17,9,3,"The purpose or ways to use the technology are becoming more important as we move from ""having technology"" to ""effective use of technology""  - a BIG SHIFT!!!", , ,1,1,1,98,98,1,1,1,0,1,0,0,1,0,0,0,0,0,0, ,One Stop IT., ,0,1,0,1,0,0,2,2,3,2,1,0,0,1,0,1,0,0,"Our support is good, but the cost of technical support is high. Our needs are currently random and never end. I guess time will tell.",0,0,1,0,0,0,0,0, ,1,3,1,2,2,97,1,1,2,3, , , ,shared learning. flipped classes (not classroom). . . .,2,4,1,2,1,1,4,1,2,1,1,2,4, , ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,2,3,3,3,3,3,3,3,2,4,2,3,2,1,3,3,1,1,Full Primary,Not Applicable,Wellington Zone,State: Integrated,Co-Educational,Wellington City,Wellington Region,Wellington,Central South,Wellington Central,Te Tai Tonga,Wilton-Otari,Onslow-Western Ward,67,5,4,22,0,0,0,10,3,1
ICTJ10214,1,1,56,1.4,approximatley 40.,40,5,4,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,4,1,0,0,0,0,0,0,0,0, ,5,1, ,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,1,0,0, ,0,1,1,0,1,0,0,"TELA, New Era.",9,11,8, , , ,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,0,0,0,2,1,3,2,1,0,0,0,0,0,0,0, ,1,0,1,0,0,0,0,0, ,2,1,97,3,3,3,1,1,2,97, , , , ,1,1,1,2,1,2,1, ,1,1,2,2,1,1, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,4,3,3,3,4,3,3,3,3,3,3,98,98,98,98,3,3,Special School,Sch. for Physical Disabilities,Central Auckland Zone,State: Not integrated,Co-Educational,Auckland- Puketapapa,Auckland Region,Auckland South,Northern,Maungakiekie,Tamaki Makaurau,Royal Oak,Albert-Eden-Roskill Ward,17,11,20,6,2,0,0,3,1,4
ICTJ10220,1.159084093,1,340,1.387755102,245,245,5,6,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,0,0,0,0,0,0,0,0, ,6,1, ,1,0,1,1,0,0,0,0,0,0,0,1,0,0,5,5,95,5,5,95,5,5,95,0,0,0,0,0,0,1,0,0, ,0,0,1,1,0,0,0, ,13,3,14, , , ,1,1,3,3,3,1,1,3,0,0,0,1,1,0,0,0,0,0,0, , , ,0,1,0,1,0,0,3,2,1,2,1,1,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0, ,3,1,1,1,1,3,1,3,3,98, , , , ,98,2,4,1,4,4,4,1,2,1,1,1,1,1, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,Hapara.,98,0,0,1,0,0,4,4,98,4,4,3,3,4,4,4,4,3,4,4,4,4,4,98,98,Contributing,Not Applicable,Wellington Zone,State: Not integrated,Co-Educational,Wellington City,Wellington Region,Wellington,Central South,Ohariu,Te Tai Tonga,Te Kainga,Onslow-Western Ward,259,34,5,32,8,2,0,10,3,1
ICTJ10226,0.652112808,1,559,4.658333333,120,120,6,2,2,1,98,98,98,98,98,1,98,98,98,98,98,98,98,1,1,98,98,1,0,0,1,1,0,1,0,0,0, ,6,2, ,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,3,1,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,0, ,9,13,8, , , ,1,98,98,1,98,1,1,1,0,0,0,0,0,0,0,0,0,1,0, , , ,0,0,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0, ,1,0,0,0,1,0,0,0, ,1,3,3,3,1,1,1,97,3,98, , , , ,1,2,3,2,3,1,4, ,2,1,4,4,3,98, ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,1,0,0,0,Schoology.,98,0,0,1,0,0,1,98,98,98,98,1,98,98,98,3,98,1,98,1,98,98,98,98,1,Secondary (Year 9-15),Not Applicable,Waipukurau,State: Not integrated,Co-Educational,Central Hawke's Bay District,Hawkes Bay Region,Napier,Central North,Wairarapa,Ikaroa-Rawhiti,Waipukurau,Ruataniwha Ward,364,171,9,12,1,0,2,4,2,2
ICTJ10231,0.652112808,1,480,3.2,150,150,5,3,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,3,0,0,0,1,1,0,1,0,0,"Some limited wireless access to specific students, although we are about to roll out full wireless access to students this term.",6,96,"We have a LMS (Ultranet), and have identified a group of students that are using the school computers for their online work instead of home. They are quite upfront about it.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,2,3,1,1,0,0,1,1,0,0,0,"As said before, this is limited access at the moment but coming to all who want it soon.",1,1,0,1,0,0,0, ,11,10,4, , , ,1,1,98,1,98,1,1,1,1,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,2,1,3,2,1,1,1,0,1,1,0,0,"We need evidence that a system, online system, technical advance, etc. is of real benefit to student learning. To invest our time as teachers, making significant changes to the way we facilitate learning. Most teachers do not embrace fads or constantly keeping up with trends for the sake of it.",1,1,1,0,1,0,0,0, ,1,3,98,1,1,3,3,3,3,3, , , ,"You tell us please - thats the beauty of all this new tech, what can we do??.",1,4,4,2,1,2,4,1,1,1,4,4,1,98, ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0, ,98,0,0,1,0,0,3,3,3,3,4,3,3,3,3,3,3,2,98,3,3,98,3,3,3,Secondary (Year 9-15),Not Applicable,Winton,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Winton,Winton Ward,341,86,5,43,2,1,2,7,3,2
ICTJ10241,0.652112808,98,393, , , ,5,3,2,98,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,6,1,0,1,1,1,1,0,0,0, ,6,1, ,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,95,1,5,1,4,3,5,1,0,1,1,1,0,0,0,0, ,0,0,0,0,0,1,0, ,16,8,2, , , ,2,2,3,3,3,2,98,2,0,0,0,0,0,0,0,0,0,1,0, , , ,0,1,0,1,0,0,2,98,1,98,0,1,0,0,0,0,0,0, ,0,0,0,0,1,0,0,0, ,97,97,98,1,1,97,1,97,1,98, , , , ,1,2,4,2,1,1,1,1,1,1,2,2,2,98, ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,1,0,0,1,0,0,3,3,98,4,98,3,3,3,3,3,3,2,3,3,1,98,3,3,1,Composite (Year 1-15),Not Applicable,Lower Hutt Zone,Private: Fully Reg.,Girls School,Lower Hutt City,Wellington Region,Wellington,Central South,Hutt South,Te Tai Tonga,Hutt Central,Central Ward,276,24,12,62,6,6,7,10,3,2
ICTJ10242,1.159084093,1,636,2.753246753,235,231,5,5,1,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Intermediate,Not Applicable,Christchurch,State: Not integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Southern,Christchurch East,Te Tai Tonga,Avondale,Burwood-Pegasus Ward,463,117,23,22,3,7,1,5,2,1
ICTJ10244,1.159084093,1,314,2.415384615,130,130,2,5,4,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,3,1,0,0,0,0,0,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,1,0,0, ,1,1,0,1,0,0,0, ,2,8,15, , , ,1,1,98,98,98,1,1,1,1,0,1,0,0,0,1,0,0,0,0,Sell them to an interested party., ,MacWorx.,1,1,0,1,0,0,2,2,98,98,1,0,1,1,1,0,0,0, ,0,1,1,0,0,0,0,0, ,3,3,3,1,2,97,3,3,3,98, , , , ,2,2,2,2,1,1,2,1,2,2,1,2,2,4,Teacher responsible for ICT but with no time allowance for computing support. Teachers within the school.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,1,0,0,0,0,3,3,98,3,3,3,3,3,3,3,3,3,3,3,98,3,3,3,3,Full Primary,Not Applicable,Christchurch,State: Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Southern,Ilam,Te Tai Tonga,Jellie Park,Fendalton-Waimairi Ward,253,11,4,39,2,5,0,9,3,1
ICTJ10246,0.652112808,1,1348,2.505576208,538,538,4,4,2,3,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,4,1,0,1,1,1,1,0,0,0, ,6,1, ,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,2,2,3,1,1,1,0,0,0,0,0,0, ,0,1,1,1,1,0,0,TELA.,7,6,13, , , ,1,1,1,1,98,1,1,1,0,0,1,0,1,0,0,0,0,0,0, , ,Molten Media.,1,1,0,1,0,0,2,1,1,2,1,0,1,0,1,0,0,0, ,1,1,0,0,0,0,0,0, ,3,97,97,97,1,1,3,97,1,97, , , , ,1,2,2,2,2,1,4,1,2,1,1,1,2,1, ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,97,0,0,1,0,0,1,3,4,3,4,3,3,3,3,3,3,1,3,1,3,1,3,1,1,Secondary (Year 9-15),School with Boarding Facilities,Christchurch,State: Not integrated,Boys School,Christchurch City,Canterbury Region,Christchurch,Southern,Ilam,Te Tai Tonga,Deans Bush,Fendalton-Waimairi Ward,1052,93,31,116,21,11,24,9,3,2
ICTJ10248,0.652112808,1,1063,4.011320755,265,265,4,5,1,1,2,2,2,2,2,2,1,2,2,2,2,2, , , , , ,6,1,0,1,1,1,1,0,0,0, ,6,2, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,95,95,95,95,95,95,3,3,4,1,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0, ,12,7,3, , , ,1,3,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0, ,Don't know., ,1,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,0, ,1,0,0,0,0,0,0,0, ,1,3,2,1,1,1,2,3,1,1, ,"Google Mail, Google Docs, Microsoft 365, eTV.", , ,1,2,1,2,3,1,4,1,1,1,2,2,1,98, ,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,98,0,0,1,0,0,1,1,3,3,4,3,3,3,3,3,3,2,3,2,1,3,98,1,1,Secondary (Year 9-15),School with Boarding Facilities,Christchurch,State: Not integrated,Girls School,Christchurch City,Canterbury Region,Christchurch,Southern,Ilam,Te Tai Tonga,Mona Vale,Riccarton-Wigram Ward,826,68,18,97,18,9,27,9,3,2
ICTJ10251,0.652112808,1,626,6.26,100,100,3,3,4,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0, ,7,2, ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,5,1,1,1,1,1,1,1,0,0,0,0, ,0,0,1,1,0,0,0, ,16,7, , , , ,3,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,"At times, we donate to other schools.",Cyclone., ,1,1,0,1,0,0,1,98,1,3,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0,0,0, ,1,3,1,1,1,97,1,1,1,97, , , , ,1,4,2,1,1,3,4,1, ,1,2,1,1,1, ,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,2,0,1,0,0,0,1,1,1,1,4,1,1,2,1,1,2,1,1,1,1,1,1,1,1,Secondary (Year 9-15),School with Boarding Facilities,Christchurch,Private: Fully Reg.,Boys School,Christchurch City,Canterbury Region,Christchurch,Southern,Christchurch Central,Te Tai Tonga,Hagley Park,Hagley-Ferrymead Ward,534,23,5,56,1,3,4,10,3,2
ICTJ10260,1.159084093,1,341,2.09202454,"Total = 163. Includes desktop computers x 45, teacher laptops x 20, school iPads x 60, school apple laptops x 33, school laptops x 10.",163,4,4,5,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,5,1,0,0,0,0,0,0,0,0, ,6,1, ,1,1,1,1,0,0,0,1,0,0,0,0,0,0,3,4,1,3,3,98,95,95,95,1,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0, ,9,16,8, , , ,1,1,1,98,98,1,1,1,1,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0, ,0,0,1,0,0,0,0,0, ,1,1,2,1,1,97,98,1,2,98, , , , ,3,98,4,2,2,1,4,1,2,1,1,98,2,1, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,eTap.,98,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,98,3,1,98,98,1,1,Full Primary,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Auckland- Franklin,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Clevedon,Franklin Ward,287,38,7,7,2,0,0,10,3,1
ICTJ10270,0.652112808,1,307,2.456,"approx 25 pc's, 30 staff laptops, 20 laptops in cow's and 50 ipads.",125,3,3,3,2,1,1,98,1,98,2,1,98,1,98,98,98,1,2,2,2,2,3,1,1,0,0,0,0,0,0,0, ,4,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3,2,3,2,2,3,2,2,1,0,0,0,0,1,0,0,0,In process of going BYOD.,1,0,0,0,0,0,0, ,2,9,11, , , ,2,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0, , , ,0,0,1,1,0,0,3,3,2,2,1,1,0,1,1,0,0,0, ,0,0,1,0,0,1,0,0,Current model not really working.,3,3,3,1,1,3,2,1,2,3, , , ,social media.,1,2,1,2,3,1,4,1,1,1,2,2,2,1, ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,1,0,0,0,Thought have used would be a better description. Believe we have just stopped it.,98,0,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,Composite (Year 1-15),Not Applicable,Rural Centre,State: Not integrated,Co-Educational,New Plymouth District,Taranaki Region,Whanganui,Central South,New Plymouth,Te Tai Hauauru,Okato,South-West Ward,206,93,3,0,4,1,0,5,2,2
